date_captured,road_name,section_start,section_end,suburb,direction_1,vehicles_1,direction_2,vehicles_2,volume_per_day,85th_percentile_speed
2018-Jun,Oxford Street,Langridge Street,Peel Street,Collingwood,East/North,534,West/South,849,1383,40.1
2018-Jun,Oxford Street,Peel Street,Stanley Street,Collingwood,East/North,603,West/South,835,1438,40.1
2018-Jun,Park Street,Johnston Street,Stafford Street,Abbotsford,East/North,607,West/South,412,1019,33.4
2018-Jun,Perry Street,Bedford Street,Wellington Street,Collingwood,East/North,438,West/South,0,438,38.9
2018-Jun,St David Street,Napier Street,George Street,Fitzroy,East/North,0,West/South,228,228,33
2018-Jun,Stanley Street,Oxford Street,Cambridge Street,Collingwood,East/North,1299,West/South,1714,3013,34.6
2018-Jun,Studley Street,Hoddle Street,Park Street,Abbotsford,East/North,12,West/South,585,597,35.9
2018-Jun,Vere Street,Hoddle Street,Park Street,Abbotsford,East/North,21,West/South,1047,1068,31.9
2017-Jun,Khartoum Street,Bendigo Street,Stawell Street,Richmond,East/North,121,West/South,267,388,42.1
2017-Jun,Lane number 698,Highett Street,Murphy Street,Richmond,East/North,1,West/South,5,6,22.3
2017-Jun,Wellington Street,Swan Street,Blanche Street,Richmond,East/North,305,West/South,201,506,38.2
2016-Jun,White Street,Glenlyon Road,Pleasance Street,Fitzroy North,East/North,770,West/South,555,1325,43.9
2015-Jun,Liverpool Street,Nicholson Street,Rae Street,Fitzroy North,East/North,430,West/South,268,698,37.1
2015-Jun,Vere Street,Nicholson Street,Park Street,Abbotsford,East/North,8,West/South,645,653,26.3
2014-Jun,Lambert Street,Baker Street,Victoria Street,Richmond,East/North,432,West/South,7,439,34.2
2014-Jun,McCutcheon Way,Campbell Street,Cromwell Street,Collingwood,East/North,277,West/South,865,1142,34.6
2014-Jun,Park Street,Best Street,Birkenhead Street,Fitzroy North,East/North,274,West/South,6,280,28.4
2014-Jun,Station Street,Pigdon Street,Richardson Street,Carlton North,East/North,372,West/South,458,830,47.2
2013-Jun,Alma Street,Regent Street,Fitzroy Street,Fitzroy,East/North,315,West/South,247,562,31
2013-Jun,Appleton Street,Burnley Street,David Street,Richmond,East/North,208,West/South,252,460,37.1
2013-Jun,Appleton Street,Clark Street,David Street,Richmond,East/North,378,West/South,356,734,29.9
2013-Jun,Bowen Crescent,Lang Street,Park Street,Carlton North,East/North,3984,West/South,3869,7853,45.7
2013-Jun,Clark Street,Appleton Street,North Street,Richmond,East/North,379,West/South,352,731,34.2
2013-Jun,Doonside Street,Burnley Street,David Street,Richmond,East/North,698,West/South,694,1392,42.5
2013-Jun,Elaine Court,Christine Crescent,River Boulevard,Richmond,East/North,484,West/South,485,969,38.5
2013-Jun,Fenwick Street,O'Grady Street,Spensley Street,Clifton Hill,East/North,2686,West/South,1018,3704,39.6
2013-Jun,Mollison Street,Lithgow Street,Nicholson Street,Abbotsford,East/North,1451,West/South,2330,3781,38.9
2013-Jun,North Street,Clark Street,River Street,Richmond,East/North,611,West/South,928,1539,43.2
2013-Jun,North Street,Burnley Street,Vaughan Street,Richmond,East/North,849,West/South,1080,1929,34.6
2013-Jun,Park Street,Greenwood Street,Victoria Street,Abbotsford,East/North,25,West/South,562,587,40.3
2013-Jun,Rex Avenue,Chandler Highway,Coate Avenue,Alphington,East/North,150,West/South,156,306,34.9
2013-Jun,Yarraford Avenue,Heidelberg Road,Divided Road,Alphington,East/North,185,West/South,177,362,43.2
2012-Jun,Amsterdam Street,Brighton Street,Church Street,Richmond,East/North,670,West/South,601,1271,41.8
2012-Jun,Brighton Street,Prince Patrick Street,Yarra Street,Richmond,East/North,999,West/South,720,1719,41.8
2012-Jun,Chestnut Street,Adelaide Street,Chapel Street,Richmond,East/North,4,West/South,643,647,31
2012-Jun,Cotter Street,Brighton Street,Church Street,Richmond,East/North,768,West/South,1147,1915,35.3
2012-Jun,Cremorne Street,Balmain Street,Bent Street,Richmond,East/North,509,West/South,1546,2055,79.5
2012-Jun,Cubitt Street,Kelso Street,Stephenson Street,Richmond,East/North,742,West/South,12,754,40
2012-Jun,Dover Street,Kelso Street,Fitzgibbon Street,Richmond ,East/North,5,West/South,604,609,40
2012-Jun,Easey Street,Gold Street,Hoddle Street,Collingwood ,East/North,388,West/South,275,663,41
2012-Jun,Gold Street,Hotham Street,Mater Street,Collingwood ,East/North,407,West/South,389,796,44.3
2012-Jun,Gordon Street,Church Street,Walnut Street,Richmond,East/North,273,West/South,309,582,33.5
2012-Jun,Greeves Street,Gore Street,Hargraves Street,Fitzroy ,East/North,481,West/South,36,517,34.6
2012-Jun,Gwynne Street,Kelso Street,Stephenson Street,Richmond,East/North,10,West/South,596,606,40.3
2012-Jun,Hotham Street,Charlotte Street,Wellington Street,Collingwood ,East/North,494,West/South,433,927,38.9
2012-Jun,Jessie Street,Cremorne Street,Loretto Street,Richmond,East/North,199,West/South,17,216,27.4
2012-Jun,Keele Street,Hoddle Street,Gold Street,Collingwood ,East/North,618,West/South,227,845,38.2
2012-Jun,North Terrace,Speed hump 11,Seed hump 12,Clifton Hill,East/North,804,West/South,671,1475,40.7
2012-Jun,Stephenson Street,Dunn Street,Kelso Street,Richmond,East/North,690,West/South,19,709,38.9
2012-Jun,Stephenson Street,Kelso Street,Dunn Street,Richmond ,East/North,690,West/South,18,708,38.9
2012-Jun,Wellington Street,Blanche Street,Loretto Street,Richmond,East/North,165,West/South,215,380,39.2
2011-Jun,Bedford Street,Perry Street,,Collingwood,East/North,282,West/South,17,299,33.1
2011-Jun,Delbridge Street,McKean Street,Rowe Street,Fitzroy North,East/North,1331,West/South,1201,2532,42.5
2011-Jun,Down Street,Singleton Street,Vere Street,Collingwood,East/North,245,West/South,178,423,36.4
2011-Jun,Emerald Street,Perry Street,,Collingwood,East/North,89,West/South,97,186,22
2011-Jun,Francis Street,Johnston Street,Perry Street,Collingwood ,East/North,80,West/South,92,172,35.6
2011-Jun,Harmsworth Street,Johnston Street,Perry Street,Collingwood ,East/North,261,West/South,251,512,32
2011-Jun,Howard Street,Church Street,Brighton Street,Richmond,East/North,693,West/South,756,1449,38.2
2011-Jun,John Street,Singleton Street,Vere Street,Collingwood ,East/North,7,West/South,81,88,29.5
2011-Jun,Little Wellington Street,Napoleon Street,Wellington Street,Collingwood ,East/North,120,West/South,5,125,35.6
2011-Jun,Mary Street,Barkly Avenue,Burgess Street,Richmond,East/North,1431,West/South,1595,3026,24.8
2011-Jun,North Street,Clark Street,River Street,Richmond,East/North,789,West/South,1189,1978,39.2
2011-Jun,Rae Street,St Georges Road,Freeman Street,Fitzroy North,East/North,267,West/South,610,877,37.1
2011-Jun,Richardson Street,Nicholson Street,Station Street,Carlton North,East/North,2128,West/South,2242,4370,39.2
2011-Jun,Rose Street,Brighton Street,Mary Street,Richmond,East/North,887,West/South,1,888,37.4
2011-Jun,Rowena Parade,Miller Street,Punt Road,Richmond,East/North,852,West/South,954,1806,37.8
2011-Jun,Rowena Parade,Miller Street,Punt Road,Richmond,East/North,852,West/South,954,1806,37.8
2011-Jun,Singleton Street,Down Street,Wellington Street,Collingwood ,East/North,336,West/South,502,838,29.5
2011-Jun,Station Street,MacPherson Street,Richardson Street,Carlton North,East/North,323,West/South,548,871,41.8
2011-Jun,Tanner Street,Tyson Street,Woodlawn Street,Richmond,East/North,323,West/South,392,715,34.6
2011-Jun,Tanner Street,Tyson Street,Woodlawn Street,Richmond,East/North,323,West/South,392,715,34.6
2010-Jun,Abbotsford Street,Clarke Street,Paterson Street,Abbotsford,East/North,600,West/South,235,835,40
2010-Jun,Balmain Street,Cremorne Street,Cubitt Street,Richmond,East/North,2393,West/South,3193,5586,43.2
2010-Jun,Balmain Street,Gwynne Street,Stephenson Street,Richmond,East/North,2857,West/South,3573,6430,38.5
2010-Jun,Holtom Street West,Arnold Street,Bowen Crescent,Carlton North,East/North,505,West/South,490,995,48.6
2010-Jun,Langridge Street,Rokeby Street,Wellington Street,Collingwood,East/North,4213,West/South,4991,9204,41.8
2010-Jun,Langridge Street,Cromwell Street,Rupert Street,Collingwood,East/North,4262,West/South,5362,9624,38.2
2010-Jun,Mary Street,James Street,Madden Grove,Richmond,East/North,2493,West/South,1929,4422,45.4
2010-Jun,Masons Lane,Johnston Street,Valiant Street,Abbotsford,East/North,4,West/South,36,40,24.8
2009-Jun,Reid Street,Nicholson Street,Rae Street,Fitzroy North,East/North,2312,West/South,2333,4645,38.9
2018-Jul,Clifton Street,Gipps Street,Swan Street,Richmond,East/North,568,West/South,487,1055,44.5
2018-Jul,Docker Street,Gipps Street,Swan Street,Richmond,East/North,583,West/South,549,1132,41.85
2018-Jul,Dunn Street,Green Street,White Street,Richmond,East/North,608,West/South,626,1234,28.8
2018-Jul,Lane number 69.1,Clifton Street,The Esplanade,Clifton Hill,East/North,32,West/South,10,42,26.3
2018-Jul,McKean Street,Brennand Street,Rushall Crescent,Fitzroy North,East/North,405,West/South,12,417,40.3
2018-Jul,Michael Street,McKean Street,Rowe Street,Fitzroy North,East/North,3580,West/South,3327,6907,47.16
2018-Jul,Park Avenue,The Bend,Westbank Terrace,Richmond,East/North,18,West/South,38,56,20.14
2018-Jul,Park Avenue,T Intersection,Westbank Terrace,Richmond,East/North,129,West/South,114,243,31.05
2018-Jul,Stanley Street,Gipps Street,Swan Street,Richmond,East/North,822,West/South,809,1631,35.4
2018-Jul,Willis Street,Brighton Street,Church Street,Richmond,East/North,166,West/South,5,171,28.75
2018-Jul,Young Street,Duke Street,Victoria Parade,Fitzroy,East/North,443,West/South,20,463,28.17
2017-Jul,Adolph Street,Church Street,Walnut Street,Richmond,East/North,629,West/South,20,649,37.3
2017-Jul,Adolph Street,Chestnut Street,Walnut Street,Richmond,East/North,673,West/South,9,682,32.4
2017-Jul,Argyle Street,Gore Street,Smith Street,Fitzroy,East/North,390,West/South,7,397,31
2017-Jul,Berry Street,Ramsden Street,Spensley Street,Clifton Hill,East/North,553,West/South,855,1408,45.9
2017-Jul,Best Street,Park Street,Scotchmer Street,Fitzroy North,East/North,315,West/South,204,519,39.2
2017-Jul,Brunswick Street North,Reid Street,St Georges Road,Fitzroy North,East/North,1126,West/South,692,1818,41
2017-Jul,Campbell Street,Gipps Street,McCutcheon Way,Collingwood,East/North,10,West/South,483,493,33.1
2017-Jul,Campbell Street,McCutcheon Way,Vere Street,Collingwood,East/North,679,West/South,759,1438,34.6
2017-Jul,Charlotte Street,Alexandra Parade,Mater Street,Collingwood,East/North,105,West/South,60,165,32.9
2017-Jul,Cooke Street,Nelson Street,Victoria Street,Abbotsford,East/North,342,West/South,5,347,28.7
2017-Jul,Derby Street,Cambridge Street,Oxford Street,Collingwood,East/North,477,West/South,807,1284,38.5
2017-Jul,Drummond Street,Curtain Street,Fenwick Street,Carlton North,East/North,424,West/South,867,1291,43.2
2017-Jul,Easey Street,Budd Street,Smith Street,Collingwood,East/North,734,West/South,743,1477,34.6
2017-Jul,Egan Street,Lennox Street,New Street,Richmond,East/North,291,West/South,571,862,31.6
2017-Jul,George Street,Moor Street,St David Street,Fitzroy,East/North,1091,West/South,846,1937,39.6
2017-Jul,Gipps Street,Charles Street,Nicholson Street,Abbotsford,East/North,4104,West/South,4217,8321,38.3
2017-Jul,Gipps Street,Cromwell Street,Rupert Street,Collingwood,East/North,4482,West/South,6043,10525,37.6
2017-Jul,Hodgkinson Street,Hilton Street,Smith Street,Clifton Hill,East/North,313,West/South,414,727,37
2017-Jul,Hull Street,Bosisto Street,Thomas Street,Richmond,East/North,234,West/South,260,494,32.9
2017-Jul,Judd Street,Bridge Road,Cameron Street,Richmond,East/North,166,West/South,77,243,30.6
2017-Jul,Keele Street,Gold Street,Wellington Street,Collingwood,East/North,481,West/South,325,806,37
2017-Jul,Kerr Street,Fitzroy Street,Spring Street,Fitzroy,East/North,1113,West/South,462,1575,34.6
2017-Jul,Laity Street,Church Street,Lambert Street,Richmond,East/North,250,West/South,5,255,34.9
2017-Jul,Lee Street,Drummond Street,Rathdowne Street,Carlton North,East/North,225,West/South,403,628,37.4
2017-Jul,McCutcheon Way,Campbell Street,Cromwell Street,Collingwood,East/North,293,West/South,937,1230,34.2
2017-Jul,McKean Street,Delbridge Street,Grant Street,Fitzroy North,East/North,290,West/South,552,842,47.5
2017-Jul,Miller Street,Ida Street,King Street,Fitzroy North,East/North,1637,West/South,1529,3166,40.3
2017-Jul,Napier Street,Moor Street,St David Street,Fitzroy,East/North,382,West/South,514,896,33.8
2017-Jul,Nicholson Street,Langridge Street,Victoria Street,Abbotsford,East/North,3296,West/South,3667,6963,36.5
2017-Jul,Park Street,Stanton Street,Vere Street,Abbotsford,East/North,509,West/South,10,519,36.9
2017-Jul,Peel Street,Cambridge Street,Oxford Street,Collingwood,East/North,1413,West/South,1281,2694,35.6
2017-Jul,Rathdowne Street,Newry Street,Ogrady Street,Carlton North,East/North,6387,West/South,5560,11947,42.1
2017-Jul,Rokeby Street,Gipps Street,Langridge Street,Collingwood,East/North,8,West/South,1134,1142,38.5
2017-Jul,Rose Street,Fitzroy Street,Spring Street,Fitzroy,East/North,423,West/South,572,995,31.3
2017-Jul,Roseneath Street,Hoddle Street,Rutland Street,Clifton Hill,East/North,2769,West/South,3167,5936,38.5
2017-Jul,South Terrace,Gold Street,Hoddle Street,Clifton Hill,East/North,1379,West/South,1850,3229,37.4
2017-Jul,Sturt Street,Gipps Street,McCutcheon Way,Collingwood,East/North,306,West/South,334,640,38.2
2017-Jul,Wellington Street,Council Street,Page Street,Clifton Hill,East/North,3173,West/South,2833,6006,40.4
2015-Jul,George Street,Gertrude Street,Victoria Parade,Fitzroy,East/North,1190,West/South,853,2043,42.1
2015-Jul,Holtom Street East,Lygon Street,McIlwraith Street,Carlton North,East/North,66,West/South,299,365,39.6
2015-Jul,Park Street,Bowen Crescent,Royal Parade,Carlton North,East/North,7886,West/South,6361,14247,48.2
2015-Jul,Paterson Street,Arnold Street,Garton Street,Carlton North,East/North,773,West/South,10,783,40
2015-Jul,Richardson Street,Arnold Street,Garton Street,Carlton North,East/North,15,West/South,541,556,40.3
2015-Jul,Rokeby Street,Langridge Street,Victoria Parade,Collingwood,East/North,14,West/South,1039,1053,37.8
2015-Jul,Solly Avenue,Arnold Street,Wilson Street,Carlton North,East/North,477,West/South,611,1088,38.5
2015-Jul,Sutton Street,Curtain Street,Fenwick Street,Carlton North,East/North,86,West/South,1,87,23
2015-Jul,Walnut Street,Balmain Street,Gordon Street,Richmond,East/North,67,West/South,118,185,24.5
2015-Jul,Wertheim Street,Jago Street,Kennedy Avenue,Richmond,East/North,161,West/South,2,163,33.5
2015-Jul,Wertheim Street,Kennedy Avenue,Stawell Street,Richmond,East/North,244,West/South,9,253,23.4
2014-Jul,Charles Street,Gipps Street,Langridge Street,Abbotsford,East/North,267,West/South,301,568,44.6
2014-Jul,Easey Street,Gold Street,Wellington Street,Collingwood,East/North,395,West/South,263,658,43.6
2014-Jul,Keele Street,Gold Street,Wellington Street,Collingwood,East/North,475,West/South,305,780,43.9
2014-Jul,Rooney Street,Barkly Avenue,Rose Street,Richmond,East/North,358,West/South,2132,2490,44.3
2014-Jul,Sackville Street,Gold Street,Wellington Street,Collingwood,East/North,513,West/South,394,907,45
2014-Jul,Wall Street,Coppin Street,Lord Street,Richmond,East/North,786,West/South,714,1500,39.2
2013-Jul,Blazey Street,River Street,Vaughan Street,Richmond,East/North,327,West/South,197,524,40.7
2013-Jul,Blazey Street,Burnley Street,Vaughan Street,Richmond,East/North,375,West/South,161,536,36
2013-Jul,Crown Street,Burnley Street,Vaughan Street,Richmond,East/North,60,West/South,392,452,36.4
2013-Jul,Crown Street,River Street,Vaughan Street,Richmond,East/North,217,West/South,389,606,40.7
2013-Jul,David Street,Appleton Street,Doonside Street,Richmond,East/North,271,West/South,303,574,38.9
2013-Jul,Jones Place,Bridge Road,Palmer Street,Richmond,East/North,746,West/South,508,1254,31.3
2013-Jul,Murphy Street,River Street,Vaughan Street,Richmond,East/North,1367,West/South,1695,3062,46.8
2013-Jul,Murphy Street,Burnley Street,Vaughan Street,Richmond,East/North,1542,West/South,1885,3427,48.6
2013-Jul,Palmer Street,Burnley Street,River Street,Richmond,East/North,903,West/South,1241,2144,48.2
2013-Jul,Richmond Boulevard,Elaine Court,Victoria Street,Richmond,East/North,3380,West/South,0,3380,31
2013-Jul,Richmond Boulevard,Elaine Court,Victoria Street,Richmond,East/North,0,West/South,2848,2848,32.8
2013-Jul,River Street,North Street,end,Richmond,East/North,372,West/South,384,756,37.1
2013-Jul,River Street,Crown Street,North Street,Richmond,East/North,1139,West/South,892,2031,43.9
2013-Jul,River Street,Murphy Street,Palmer Street,Richmond,East/North,2969,West/South,2588,5557,45.7
2013-Jul,Stillman Street,Burnley Street,Type Street,Richmond,East/North,200,West/South,258,458,39.6
2013-Jul,Type Street,Bridge Road,Stillman Street,Richmond,East/North,336,West/South,318,654,34.6
2013-Jul,Tyson Street,Richmond Terrace,Tanner Street,Richmond,East/North,114,West/South,75,189,29.2
2013-Jul,Vaughan Street,Blazey Street,Crown Street,Richmond,East/North,189,West/South,109,298,32
2013-Jul,Vaughan Street,Crown Street,North Street,Richmond,East/North,179,West/South,255,434,31.3
2013-Jul,Vaughan Street,Blazey Street,Murphy Street,Richmond,East/North,277,West/South,256,533,27.4
2013-Jul,Whites Place,Bridge Road,Palmer Street,Richmond,East/North,30,West/South,391,421,20.5
2012-Jul,Bowen Crescent,Paterson Street,Pigdon Street,Carlton North,East/North,1017,West/South,891,1908,39.2
2012-Jul,Davis Street,Canning Street,Rathdowne Street,Carlton North,East/North,567,West/South,192,759,46.8
2012-Jul,Drummond Street,Park Street,Pigdon Street,Carlton North,East/North,398,West/South,514,912,55.4
2012-Jul,Drummond Street,Pigdon Street,Richardson Street,Carlton North,East/North,534,West/South,662,1196,52.9
2012-Jul,Gwynne Street,Balmain Street,Munro Street,Richmond,East/North,253,West/South,244,497,33.1
2012-Jul,Langridge Street,Charles Street,Park Street,Abbotsford ,East/North,2664,West/South,3786,6450,43.6
2012-Jul,Stanley Street,Gipps Street,Swan Street,Richmond ,East/North,421,West/South,351,772,47.5
2012-Jul,Young Street,Victoria Parade,Gertrude Street,Fitzroy ,East/North,569,West/South,32,601,37.8
2011-Jul,Buckingham Street,Gardner Street,Johnson Street,Richmond,East/North,1548,West/South,1324,2872,40.7
2011-Jul,Davison Street,Buckingham Street,Kent Street,Richmond,East/North,714,West/South,576,1290,40
2011-Jul,Davison Street,Kent Street,Somerset Street,Richmond,East/North,786,West/South,613,1399,42.8
2011-Jul,George Street,David Street,Greeves Street,Fitzroy ,East/North,933,West/South,759,1692,37.8
2011-Jul,Kent Street,Davidson Street,Gardner Street,Richmond,East/North,338,West/South,376,714,39.6
2011-Jul,Park Street,Bowen Crescent,Stranger Street,Carlton North,East/North,0,West/South,2876,2876,40.3
2011-Jul,Paterson Street,McIlwraith Street,Wilson Street,Carlton North,East/North,567,West/South,406,973,48.2
2011-Jul,Rae Street,Barkly Street,Clauscen Street,Fitzroy North,East/North,1013,West/South,1218,2231,40.3
2011-Jul,Scotchmer Street,Mark Street,Woodhead Street,Fitzroy North,East/North,3328,West/South,3329,6657,48.2
2011-Jul,Sherwood Street,Punt Road,Rotherwood Street,Richmond,East/North,264,West/South,209,473,36.7
2011-Jul,Sherwood Street,Punt Road,Rotherwood Street,Richmond,East/North,264,West/South,209,473,36.7
2011-Jul,Union Street,Bridge Road,Goodwood Street,Richmond,East/North,357,West/South,0,357,16.9
2011-Jul,Verity Street,Bridge Road,Verity Street,Richmond,East/North,51,West/South,60,111,21.6
2010-Jul,Abbotsford Street,Clarke Street,Paterson Street,Abbotsford,East/North,607,West/South,232,839,39.6
2010-Jul,Bellevue Street,Bendigo Street,end,Richmond,East/North,127,West/South,128,255,30.6
2010-Jul,Chapel Street,Chestnut Street,Church Street,Richmond,East/North,18,West/South,425,443,36
2010-Jul,Clarke Street,Johnston Street,Valiant Street,Abbotsford,East/North,1375,West/South,1156,2531,33.8
2010-Jul,Dunn Street,Green Street,White Street,Richmond,East/North,471,West/South,476,947,35.3
2010-Jul,George Street,Gertrude Street,Little Victoria Street,Fitzroy,East/North,1016,West/South,750,1766,41.8
2010-Jul,Gore Street,Gertrude Street,Little Victoria Street,Fitzroy,East/North,768,West/South,487,1255,43.2
2010-Jul,Lane number 320.1,Johnston Street,Valiant Street,Abbotsford,East/North,13,West/South,4,17,24.5
2010-Jul,Liverpool Street,Nicholson Street,Rae Street,Fitzroy North,East/North,246,West/South,145,391,34.9
2010-Jul,Marion Lane,Marion Street,Royal Lane,Fitzroy,East/North,42,West/South,36,78,23
2010-Jul,Newry Street,Drummond Street,Rathdowne Street,Carlton North,East/North,511,West/South,571,1082,44.6
2010-Jul,Park Street,Drummond Street,Rathdowne Street,Carlton North,East/North,1950,West/South,2030,3980,51.5
2010-Jul,Paterson Street,Keeley Lane,McIlwraith Street,Carlton North,East/North,564,West/South,401,965,50.8
2010-Jul,Pigdon Street,Amess Street,Rathdowne Street,Carlton North,East/North,3016,West/South,2788,5804,45.4
2010-Jul,Richardson Street,Drummond Street,Lygon Street,Carlton North,East/North,1142,West/South,964,2106,44.6
2010-Jul,Richardson Street,Drummond Street,Rathdowne Street,Carlton North,East/North,1111,West/South,1027,2138,45
2010-Jul,St Heliers Street,Clarke Street,end,Abbotsford,East/North,953,West/South,979,1932,27
2010-Jul,St Heliers Street,Clarke Street,car park,Abbotsford,East/North,1027,West/South,1056,2083,27
2010-Jul,Stephenson Street,Cubitt Street,Gwynne Street,Richmond,East/North,777,West/South,714,1491,46.4
2010-Jul,Valiant Street,Clarke Street,Paterson Street,Abbotsford,East/North,15,West/South,233,248,30.2
2009-Jul,Chapel Street,Chapel Street,Johnston Street,Fitzroy,East/North,61,West/South,132,193,30.2
2009-Jul,Drummond Street,Curtain Street,Fenwick Street,Carlton North,East/North,331,West/South,740,1071,49.3
2009-Jul,Freeman Street,Lennox Street,R.O.W.,Richmond,East/North,7,West/South,83,90,32
2009-Jul,Hilton Street,Alexandra Parade,Council Street,Clifton Hill,East/North,108,West/South,150,258,36.7
2009-Jul,Lane number 125.1,Budd Street,Wellington Street,Collingwood,East/North,16,West/South,12,28,16.9
2009-Jul,Napier Street,Gertrude Street,Victoria Parade,Fitzroy,East/North,165,West/South,819,984,40.3
2009-Jul,Napier Street,Kerr Street,Rose Street,Fitzroy,East/North,993,West/South,1147,2140,41
2009-Jul,Nicholson Street,Studley Street,Yarra Street,Abbotsford,East/North,6018,West/South,6251,12269,45
2009-Jul,Otter Street,Smith Street,Wellington Street,Collingwood,East/North,862,West/South,850,1712,36.4
2009-Jul,Paterson Street,McIlwraith Street,Wilson Street,Carlton North,East/North,532,West/South,365,897,50.4
2009-Jul,Ramsden Street,Clifton Avenue,Horne Street,Clifton Hill,East/North,696,West/South,1028,1724,39.6
2009-Jul,Sheedy Street,Coppin Street,Mary Street,Richmond,East/North,70,West/South,7,77,32.8
2009-Jul,Vere Street,Charles Street,Park Street,Abbotsford,East/North,22,West/South,436,458,30.2
2009-Jul,William Street,Mollison Street,closure,Abbotsford,East/North,319,West/South,320,639,37.8
2018-Aug,Alexander Street,Hotham Street,Alexandra Parade,Collingwood,East/North,89,West/South,51,140,37
2018-Aug,Argyle Street,Brunswick Street,Young Street,Fitzroy,East/North,7,West/South,470,477,27
2018-Aug,Ballarat Street,Hotham Street,Alexandra Parade,Collingwood,East/North,94,West/South,91,185,41
2018-Aug,Bendigo Street,Hotham Street,Alexandra Parade,Collingwood,East/North,106,West/South,33,139,38.4
2018-Aug,Bloomburg Street,Hoddle Street,Russell Steet,Abbotsford,East/North,94,West/South,560,654,38.3
2018-Aug,Charlotte Street,Mater Street,Alexandra Parade,Collingwood,East/North,97,West/South,58,155,34.1
2018-Aug,Cromwell Street,Langridge Street,Gipps Street,Collingwood,East/North,1196,West/South,7,1203,37.9
2018-Aug,Cromwell Street,Victoria Parade,Langridge Street,Collingwood,East/North,2111,West/South,18,2129,33.6
2018-Aug,Easey Street,Wellington Street,Gold Street,Collingwood,East/North,414,West/South,322,736,31.4
2018-Aug,Easey Street,Smith Street,Budd Street,Collingwood,East/North,775,West/South,747,1522,33.2
2018-Aug,Forest Street,Hotham Street,Alexandra Parade,Collingwood,East/North,60,West/South,37,97,37.3
2018-Aug,Francis Street,Perry Street,Johnston Street,Collingwood,East/North,88,West/South,86,174,31.1
2018-Aug,Gipps Street,Rupert Street,Cromwell Street,Collingwood,East/North,3439,West/South,4271,7710,39.7
2018-Aug,Gold Street,Mater Street,Alexandra Parade,Collingwood,East/North,388,West/South,10,398,40.7
2018-Aug,Gold Street,Keele Street,Hotham Street,Collingwood,East/North,782,West/South,666,1448,36.8
2018-Aug,Gore Street,Webb Street,Charles Street,Fitzroy,East/North,1640,West/South,856,2496,40.8
2018-Aug,Hamsworth Street,Vere Street,Perry Street,Collingwood,East/North,146,West/South,142,288,28.9
2018-Aug,Hilton Street,Alexandra Parade,Council Street,Clifton Hill,East/North,54,West/South,132,186,37.49
2018-Aug,Hotham Street,Wellington Street,Charlotte Street,Collingwood,East/North,507,West/South,418,925,42
2018-Aug,Islington Street,Victoria Parade,Langridge Street,Collingwood,East/North,942,West/South,8,950,38.8
2018-Aug,Keele Street,Gold Street,Hoddle Street,Collingwood,East/North,457,West/South,238,695,24.6
2018-Aug,Keele Street,Wellington Street,Gold Street,Collingwood,East/North,434,West/South,285,719,36.2
2018-Aug,Langridge Street,Rupert Street,Cromwell Street,Collingwood,East/North,3644,West/South,5286,8930,38.5
2018-Aug,Little Abbot Street,Gold Street,Hoddle Street,Collingwood,East/North,19,West/South,15,34,28.7
2018-Aug,Mater Street,Wellington Street,Charlotte Street,Collingwood,East/North,377,West/South,228,605,34.4
2018-Aug,McCutcheon Way,Sturt Street,Cromwell Street,Collingwood,East/North,657,West/South,131,788,35.3
2018-Aug,Napier Street,Rose Street,Leicester Street,Fitzroy,East/North,1568,West/South,462,2030,40
2018-Aug,Perry Street,Dight Street,Campbell Street,Collingwood,East/North,499,West/South,385,884,28.3
2018-Aug,Rokeby Street,Victoria Parade,Langridge Street,Collingwood,East/North,10,West/South,1254,1264,36.5
2018-Aug,Rupert Street,Langridge Street,Gipps Street,Collingwood,East/North,2,West/South,825,827,37.8
2018-Aug,Rupert Street,Victoria Parade,Langridge Street,Collingwood,East/North,5,West/South,1352,1357,40.9
2018-Aug,Sackville Street,Gold Street,Hoddle Street,Collingwood,East/North,791,West/South,275,1066,39
2018-Aug,Stanley Street,Oxford Street,Cambridge Street,Collingwood,East/North,1696,West/South,1277,2973,31.1
2018-Aug,Wellington Street,Mater Street,Alexandra Parade,Collingwood,East/North,4353,West/South,5894,10247,41
2018-Aug,Wellington Street,Gipps Street,Stanley Street,Collingwood,East/North,5523,West/South,6150,11673,43
2018-Aug,Wellington Street,Otter Street,Perry Street,Collingwood,East/North,5723,West/South,6619,12342,45
2018-Aug,Westgarth Street,Brunswick Street,Young Street,Fitzroy,East/North,1190,West/South,1164,2354,38.4
2018-Aug,Young Street,Kerr Street,Rose Street,Fitzroy,East/North,701,West/South,1,702,39
2017-Aug,Amess Street,Fenwick Street,MacPherson Street,Carlton North,East/North,135,West/South,306,441,46.1
2017-Aug,Charlotte Street,Charles Street,Church Street,Richmond,East/North,338,West/South,330,668,41.4
2017-Aug,Coppin Street,Abinger Street,Wall Street,Richmond,East/North,3234,West/South,4148,7382,40.2
2017-Aug,Falconer Street,Delbridge Street,Michael Street,Fitzroy North,East/North,872,West/South,661,1533,42.4
2017-Aug,Gold Street,Hodgkinson Street,Page Street,Clifton Hill,East/North,1938,West/South,2112,4050,36.2
2017-Aug,Highett Street,Coppin Street,Gleadell Street,Richmond,East/North,6010,West/South,5934,11944,45.8
